"B17001C_001E","B17001C_001M","B17001C_002E","B17001C_002M","B17001C_003E","B17001C_003M","B17001C_004E","B17001C_004M","B17001C_005E","B17001C_005M","B17001C_006E","B17001C_006M","B17001C_007E","B17001C_007M","B17001C_008E","B17001C_008M","B17001C_009E","B17001C_009M","B17001C_010E","B17001C_010M","B17001C_011E","B17001C_011M","B17001C_012E","B17001C_012M","B17001C_013E","B17001C_013M","B17001C_014E","B17001C_014M","B17001C_015E","B17001C_015M","B17001C_016E","B17001C_016M","B17001C_017E","B17001C_017M","B17001C_018E","B17001C_018M","B17001C_019E","B17001C_019M","B17001C_020E","B17001C_020M","B17001C_021E","B17001C_021M","B17001C_022E","B17001C_022M","B17001C_023E","B17001C_023M","B17001C_024E","B17001C_024M","B17001C_025E","B17001C_025M","B17001C_026E","B17001C_026M","B17001C_027E","B17001C_027M","B17001C_028E","B17001C_028M","B17001C_029E","B17001C_029M","B17001C_030E","B17001C_030M","B17001C_031E","B17001C_031M","B17001C_032E","B17001C_032M","B17001C_033E","B17001C_033M","B17001C_034E","B17001C_034M","B17001C_035E","B17001C_035M","B17001C_036E","B17001C_036M","B17001C_037E","B17001C_037M","B17001C_038E","B17001C_038M","B17001C_039E","B17001C_039M","B17001C_040E","B17001C_040M","B17001C_041E","B17001C_041M","B17001C_042E","B17001C_042M","B17001C_043E","B17001C_043M","B17001C_044E","B17001C_044M","B17001C_045E","B17001C_045M","B17001C_046E","B17001C_046M","B17001C_047E","B17001C_047M","B17001C_048E","B17001C_048M","B17001C_049E","B17001C_049M","B17001C_050E","B17001C_050M","B17001C_051E","B17001C_051M","B17001C_052E","B17001C_052M","B17001C_053E","B17001C_053M","B17001C_054E","B17001C_054M","B17001C_055E","B17001C_055M","B17001C_056E","B17001C_056M","B17001C_057E","B17001C_057M","B17001C_058E","B17001C_058M","B17001C_059E","B17001C_059M","GEO_ID","NAME"
"0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0500000US13133","Greene County, Georgia"
"3545","819","429","222","237","118","46","43","0","33","43","46","0","33","0","33","0","33","62","72","0","33","22","23","6","8","46","36","0","33","12","25","192","122","0","33","0","33","20","21","20","19","0","33","0","33","92","91","0","33","18","19","25","30","17","17","0","33","0","33","3116","754","1490","411","67","65","0","33","93","71","72","35","29","46","51","58","93","58","304","133","235","120","214","102","60","67","168","196","104","86","1626","419","260","139","35","59","204","106","82","79","93","52","8","18","121","85","259","113","165","120","181","103","76","68","142","74","0","33","0500000US13135","Gwinnett County, Georgia"
"73","78","6","10","6","10","0","30","0","30","0","30","0","30","0","30","0","30","0","30","6","10","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","67","77","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","67","77","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","56","77","11","17","0","30","0500000US13137","Habersham County, Georgia"
"515","239","150","155","84","73","16","27","0","33","0","33","0","33","0","33","0","33","11","19","34","52","16","26","0","33","7","11","0","33","0","33","66","96","0","33","0","33","16","25","31","49","0","33","0","33","6","9","13","21","0","33","0","33","0","33","0","33","0","33","365","174","232","135","32","54","0","33","27","29","27","29","27","29","0","33","23","35","26","31","5","7","12","22","53","46","0","33","0","33","133","88","0","33","0","33","0","33","0","33","0","33","13","21","7","11","43","44","4","6","33","41","18","26","0","33","15","23","0500000US13139","Hall County, Georgia"
"0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0500000US13141","Hancock County, Georgia"
"40","49","6","12","6","12","0","26","0","26","0","26","0","26","6","12","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","34","46","27","45","0","26","0","26","0","26","0","26","0","26","0","26","0","26","27","45","0","26","0","26","0","26","0","26","0","26","7","11","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","7","11","0","26","0500000US13143","Haralson County, Georgia"
"36","35","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","36","35","35","35","0","30","0","30","0","30","18","28","0","30","0","30","0","30","0","30","0","30","17","25","0","30","0","30","0","30","1","3","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","1","3","0500000US13145","Harris County, Georgia"
"147","193","38","62","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","38","62","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","38","62","0","26","0","26","0","26","0","26","109","142","109","142","22","36","0","26","15","27","0","26","0","26","31","52","0","26","0","26","41","57","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0500000US13147","Hart County, Georgia"
"0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0500000US13149","Heard County, Georgia"
"226","161","39","50","26","44","0","33","0","33","0","33","0","33","0","33","0","33","7","12","0","33","0","33","19","33","0","33","0","33","0","33","13","22","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","13","22","0","33","0","33","187","152","86","128","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","49","105","15","27","22","39","0","33","0","33","101","101","0","33","0","33","0","33","0","33","0","33","0","33","0","33","31","45","0","33","0","33","0","33","39","49","31","39","0500000US13151","Henry County, Georgia"
"935","404","182","175","57","73","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","57","73","0","33","0","33","0","33","125","154","0","33","0","33","0","33","0","33","0","33","0","33","0","33","56","107","0","33","0","33","0","33","0","33","69","95","753","414","167","176","0","33","0","33","0","33","0","33","0","33","31","53","2","6","0","33","0","33","38","54","90","112","0","33","6","27","586","342","0","33","0","33","0","33","0","33","0","33","0","33","220","201","6","9","132","97","111","99","60","85","0","33","57","66","0500000US13153","Houston County, Georgia"
"34","55","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","34","55","14","31","0","20","0","20","0","20","0","20","0","20","0","20","0","20","14","31","0","20","0","20","0","20","0","20","0","20","20","29","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","13","25","7","14","0","20","0","20","0500000US13155","Irwin County, Georgia"
"4","8","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","4","8","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","4","8","4","8","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0500000US13157","Jackson County, Georgia"
"15","24","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","15","24","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","15","24","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","15","24","0","22","0","22","0500000US13159","Jasper County, Georgia"
"0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0500000US13161","Jeff Davis County, Georgia"
"17","20","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","17","20","13","20","0","22","0","22","0","22","0","22","0","22","5","8","5","7","0","22","0","22","0","22","0","22","3","6","0","22","4","6","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","4","6","0","22","0","22","0","22","0","22","0500000US13163","Jefferson County, Georgia"
"183","181","183","181","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","183","181","0","20","34","48","0","20","34","48","0","20","0","20","24","36","0","20","31","50","0","20","0","20","60","68","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0500000US13165","Jenkins County, Georgia"
"0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0500000US13167","Johnson County, Georgia"
"46","43","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","46","43","37","35","0","26","0","26","10","14","10","14","0","26","0","26","0","26","0","26","0","26","0","26","0","26","17","31","0","26","9","13","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","9","13","0","26","0","26","0","26","0","26","0500000US13169","Jones County, Georgia"
"0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0500000US13171","Lamar County, Georgia"
"15","26","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","15","26","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","15","26","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","15","26","0","22","0","22","0500000US13173","Lanier County, Georgia"
"108","137","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","108","137","48","67","0","30","0","30","0","30","25","36","0","30","0","30","0","30","0","30","23","34","0","30","0","30","0","30","0","30","60","73","0","30","0","30","24","36","0","30","0","30","24","37","0","30","0","30","0","30","12","18","0","30","0","30","0","30","0500000US13175","Laurens County, Georgia"
"35","45","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","35","45","35","45","0","26","0","26","0","26","0","26","0","26","0","26","0","26","19","35","0","26","0","26","0","26","16","28","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0500000US13177","Lee County, Georgia"
"313","98","103","63","50","35","9","13","0","33","7","11","0","33","0","33","20","26","14","21","0","33","0","33","0","33","0","33","0","33","0","33","53","44","8","12","0","33","0","33","0","33","0","33","0","33","29","37","7","10","0","33","0","33","9","12","0","33","0","33","210","84","108","80","0","33","0","33","0","33","0","33","0","33","0","33","3","6","29","37","52","69","0","33","17","14","7","13","0","33","102","37","0","33","0","33","0","33","0","33","0","33","0","33","13","21","11","16","56","28","6","11","12","12","0","33","4","7","0500000US13179","Liberty County, Georgia"
"0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0500000US13181","Lincoln County, Georgia"
"45","55","11","18","7","10","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","7","10","0","22","0","22","4","8","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","4","8","0","22","0","22","0","22","34","52","34","52","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","31","52","3","5","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0500000US13183","Long County, Georgia"
"608","343","409","329","221","204","6","11","0","33","0","33","88","123","0","33","0","33","38","52","0","33","47","74","10","15","32","40","0","33","0","33","188","150","0","33","0","33","67","93","16","25","0","33","9","14","0","33","0","33","25","40","62","78","9","15","0","33","0","33","199","123","123","100","12","20","0","33","0","33","0","33","8","12","0","33","40","35","29","54","0","33","31","48","3","4","0","33","0","33","76","60","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","21","40","19","26","11","16","25","33","0","33","0500000US13185","Lowndes County, Georgia"
